monthly_usage_hours,login_frequency,last_login_days,support_tickets,payment_failures,subscription_plan,renewed
19.21,17.33,5.72,2,1,growth,1
27.89,18.55,9.32,3,1,business,0
13.25,15.79,6.9,2,1,growth,1
25.6,24.11,7.53,3,1,business,1
23.83,15.13,2.31,2,2,business,1
24.97,18.52,7.0,2,1,business,0
20.18,14.63,6.86,2,1,growth,1
30.89,25.92,6.92,2,0,enterprise,1
23.59,21.37,9.35,5,1,growth,0
32.9,16.85,5.13,2,0,business,0
23.3,20.77,5.55,2,1,business,1
31.71,14.2,5.8,3,1,business,0
21.3,26.55,5.15,2,1,business,1
35.32,21.95,3.28,0,1,enterprise,1
21.8,18.53,8.14,3,1,growth,0
22.0,20.2,3.41,3,1,business,1
12.69,24.56,7.48,4,1,growth,1
20.69,22.05,4.69,2,1,business,1
20.08,20.09,10.24,5,1,growth,0
26.07,17.03,5.65,2,0,business,1
26.37,19.61,2.32,0,0,business,1
33.52,25.99,7.37,2,1,enterprise,1
25.75,20.18,7.92,2,1,business,1
30.46,20.58,6.41,2,0,business,1
21.55,19.97,0.76,0,0,business,1
20.43,21.05,3.89,2,0,business,1
19.82,23.74,9.1,4,2,growth,1
21.38,21.16,6.15,3,1,business,1
27.39,12.64,7.34,5,2,growth,0
26.9,18.13,9.46,4,0,business,0
32.69,21.42,6.83,3,1,business,0
19.0,16.02,2.79,1,1,growth,1
21.59,22.91,15.03,6,2,growth,0
22.87,20.53,5.56,2,0,business,1
15.86,24.81,5.33,2,0,business,1
29.89,19.5,3.71,2,0,business,1
22.14,17.23,6.37,3,1,growth,1
20.51,21.58,2.93,1,0,business,1
24.92,21.99,5.8,1,0,business,1
21.57,19.43,8.55,4,1,growth,0
29.06,21.98,1.3,0,0,enterprise,1
16.4,24.33,4.99,4,1,growth,1
25.87,15.2,9.18,5,1,growth,0
28.07,22.5,7.98,3,0,business,1
24.57,16.69,5.85,3,1,business,1
25.94,17.9,3.75,3,1,business,1
27.94,19.48,1.61,0,0,business,1
15.15,20.58,14.16,7,1,starter,1
25.17,18.36,3.99,2,0,business,1
16.57,16.49,10.19,5,2,growth,0
29.81,19.62,3.21,1,1,business,1
13.91,25.7,14.38,6,1,growth,1
19.84,15.16,2.07,2,1,growth,1
20.63,18.85,2.92,1,1,business,1
22.1,19.43,9.68,3,0,business,1
21.87,12.46,4.11,1,1,growth,0
22.41,22.77,5.48,1,0,business,1
29.47,20.68,3.76,1,1,business,1
23.3,12.3,5.48,4,2,growth,0
20.36,24.32,8.51,4,1,business,1
22.92,21.85,6.35,4,1,business,1
19.54,14.08,5.68,3,1,growth,1
22.84,15.67,4.11,2,1,growth,1
18.63,18.81,3.49,3,0,growth,1
19.33,15.6,5.32,2,0,growth,1
20.9,18.56,2.27,1,0,business,1
28.61,15.59,13.0,4,2,business,0
31.71,22.87,10.19,3,2,business,0
23.94,18.36,5.2,3,0,business,1
22.06,21.53,2.62,3,1,business,1
21.25,15.68,7.27,3,1,growth,0
17.23,12.74,9.61,4,1,growth,0
29.62,20.03,7.02,4,1,business,0
24.73,22.12,7.13,4,2,business,0
18.71,19.25,6.04,3,0,growth,1
20.86,20.13,4.31,2,0,business,1
28.39,20.64,5.2,2,0,business,1
18.17,22.64,5.74,4,0,growth,1
21.64,16.9,8.72,3,2,growth,0
32.54,20.27,6.76,2,0,business,1
19.26,19.99,13.25,6,2,growth,0
23.17,21.74,5.87,3,0,business,1
29.67,16.1,11.28,3,1,business,0
24.7,21.44,3.65,2,1,business,1
18.18,24.13,2.92,2,1,business,1
26.45,21.28,13.59,5,3,business,0
22.07,22.51,5.97,2,0,business,1
19.2,17.3,2.42,1,0,business,1
21.91,35.76,4.13,3,1,business,1
18.03,19.76,2.82,2,0,growth,1
21.56,18.12,6.64,3,1,growth,1
20.33,17.06,5.01,3,0,growth,1
25.69,18.66,6.51,1,1,business,1
18.64,17.67,4.17,2,1,growth,1
22.23,21.27,6.43,3,1,business,1
23.07,23.06,5.47,1,1,business,1
27.62,16.05,4.13,2,1,business,0
17.47,16.12,4.48,3,0,growth,1
25.22,24.19,9.76,2,1,business,0
20.34,22.94,11.88,7,3,growth,0
27.33,23.06,8.12,2,2,business,1
19.32,24.98,6.56,2,0,business,1
26.62,20.04,14.21,6,3,growth,0
21.43,19.0,3.65,2,1,business,1
23.07,22.05,12.33,7,2,growth,0
20.9,28.0,6.77,4,1,business,1
21.98,16.2,7.74,4,1,growth,0
22.51,21.29,9.51,4,1,growth,0
14.58,20.63,5.9,3,0,growth,1
17.89,15.31,5.53,3,1,growth,0
21.17,21.15,3.83,1,1,business,1
27.18,26.01,2.15,0,2,enterprise,1
23.93,20.7,5.52,3,0,business,1
14.62,15.6,14.14,6,1,starter,0
18.48,21.17,8.63,5,2,growth,1
27.79,16.92,12.53,6,2,growth,0
18.59,19.25,17.14,7,3,growth,0
20.52,17.05,5.95,2,1,growth,1
18.87,16.56,6.52,4,0,growth,1
19.79,20.77,7.02,2,1,business,1
20.44,17.88,7.95,3,2,growth,0
27.78,22.29,6.13,2,0,business,1
25.47,8.58,12.06,4,2,growth,0
24.06,17.68,6.91,3,1,business,1
19.27,21.93,4.88,4,1,growth,1
34.22,21.91,3.59,0,1,enterprise,1
21.3,21.36,1.78,1,0,business,1
39.07,22.81,3.94,2,2,enterprise,0
22.88,17.85,4.06,3,2,growth,0
17.95,17.91,6.9,3,0,growth,1
21.52,12.26,4.83,3,1,growth,0
29.06,23.84,5.39,2,2,business,1
13.72,16.63,9.53,3,0,growth,1
29.61,21.02,2.55,0,1,enterprise,1
16.75,20.1,7.67,2,1,growth,1
28.15,20.74,5.81,2,1,business,1
21.02,15.9,4.57,2,1,growth,1
23.08,15.8,2.32,1,1,business,1
24.25,16.71,2.78,3,1,growth,1
24.7,24.09,11.36,5,2,business,0
20.92,21.53,7.82,3,0,business,1
12.98,19.2,10.6,5,2,starter,1
26.12,24.29,5.85,2,0,business,1
23.16,17.95,5.53,2,0,business,1
37.06,15.12,9.27,3,1,business,0
29.29,22.23,0.8,0,0,enterprise,1
19.82,21.66,1.37,2,2,business,1
18.5,23.04,4.56,3,0,growth,1
17.93,18.69,12.24,4,3,growth,0
18.89,16.85,7.41,3,1,growth,0
17.4,24.06,10.14,5,2,growth,1
28.19,22.19,5.46,1,1,business,1
22.22,14.86,7.01,4,2,growth,0
15.24,17.87,6.33,3,1,growth,1
18.64,20.28,2.46,2,1,growth,1
20.08,20.05,5.49,2,1,business,1
20.93,17.22,5.9,4,0,growth,1
33.22,15.51,5.16,2,1,business,0
21.59,21.61,6.51,1,2,business,1
26.31,24.93,7.38,2,1,business,1
27.44,13.79,9.71,3,0,business,0
23.13,19.67,4.33,2,0,business,1
22.09,16.08,9.54,5,2,growth,0
26.3,17.43,6.51,2,0,business,1
22.08,18.94,4.61,2,0,business,1
18.97,19.86,1.99,2,1,growth,1
27.38,17.96,3.9,2,0,business,1
24.51,23.32,1.22,3,0,business,1
14.57,19.57,3.67,2,2,growth,1
20.56,15.6,11.77,4,1,growth,0
20.3,19.73,1.72,2,2,business,1
19.49,17.6,7.07,4,0,growth,1
23.2,18.04,1.11,2,1,business,1
25.74,14.04,8.33,4,1,growth,0
14.39,17.89,6.28,2,0,growth,1
25.55,23.45,9.32,2,1,business,1
26.85,12.12,6.83,2,1,business,0
22.96,19.0,2.72,1,1,business,1
14.84,15.23,5.64,3,1,growth,1
24.98,16.72,9.79,5,1,growth,0
17.1,15.01,6.08,2,0,growth,1
22.77,20.05,6.1,3,0,business,1
24.68,20.99,14.42,5,2,growth,0
20.05,14.47,6.63,3,2,growth,0
20.22,16.54,5.26,1,0,business,1
16.16,17.42,10.68,4,0,growth,1
17.47,22.13,5.94,3,0,growth,1
14.63,19.56,3.41,2,0,growth,1
20.37,22.73,5.77,1,2,business,1
15.61,16.98,6.72,3,0,growth,1
20.32,18.88,12.89,6,1,growth,0
25.75,18.42,7.4,3,1,business,0
21.34,17.88,6.53,3,0,growth,1
24.27,25.97,5.6,1,1,business,1
19.19,16.44,6.4,3,1,growth,0
22.54,16.37,6.85,2,0,business,1
26.06,18.74,14.98,6,2,growth,0
25.56,17.96,9.68,4,2,growth,0
27.48,20.29,7.58,2,2,business,0
25.84,20.99,2.41,1,0,business,1
19.94,23.59,2.31,1,2,business,1
15.71,17.88,10.83,5,2,growth,0
14.25,14.45,7.72,2,1,growth,0
19.65,21.93,5.03,3,1,growth,1
18.44,15.52,6.66,4,1,growth,0
21.77,15.7,7.68,3,0,growth,1
24.03,25.51,10.83,3,1,business,1
23.08,19.93,11.8,4,2,growth,0
37.95,19.89,4.54,1,2,enterprise,1
23.01,24.88,0.0,2,1,business,1
21.25,19.73,6.33,2,0,business,1
18.85,23.22,6.69,3,0,business,1
27.2,21.32,12.39,4,1,business,0
25.73,20.3,4.04,3,1,business,1
27.72,25.23,6.3,1,0,business,1
24.87,14.37,11.09,5,2,growth,0
28.67,15.79,8.78,5,2,growth,0
18.23,20.14,11.42,4,1,growth,1
22.15,22.62,4.12,2,0,business,1
24.07,17.99,4.1,3,0,business,1
23.41,23.79,8.59,5,2,business,1
26.82,22.1,7.16,1,1,business,1
16.09,18.44,8.59,4,1,growth,1
18.26,20.27,8.07,4,2,growth,0
31.19,23.54,7.1,4,1,business,0
18.99,17.82,3.91,3,2,growth,1
14.19,17.21,5.06,3,0,growth,1
26.7,20.34,8.01,3,2,business,0
25.68,19.34,5.54,3,0,business,1
16.05,19.13,5.45,2,1,growth,1
23.61,14.75,5.24,3,0,growth,1
25.2,15.38,7.18,2,1,business,1
27.83,21.68,3.5,1,0,business,1
23.81,18.12,5.86,3,1,business,0
17.74,17.14,8.24,4,1,growth,0
20.51,13.59,15.3,7,1,starter,0
22.76,12.7,11.03,4,2,growth,0
20.07,16.73,10.57,5,2,growth,0
18.0,22.13,4.93,2,1,business,1
25.33,19.17,4.25,1,1,business,1
23.93,16.84,3.47,2,0,business,1
22.89,18.62,7.0,4,1,growth,0
24.93,18.09,6.14,3,0,business,1
30.47,17.09,10.22,4,2,business,0
21.93,20.66,5.75,2,2,business,1
16.81,17.18,5.9,3,2,growth,1
18.12,19.83,12.09,6,2,growth,0
15.97,16.55,11.11,5,3,growth,0
19.25,18.42,7.75,4,0,growth,1
30.5,18.85,11.17,5,2,business,0
19.91,21.87,13.96,7,2,growth,0
27.46,20.51,4.54,2,1,business,1
21.55,17.04,9.56,3,1,growth,0
23.18,16.58,10.82,5,2,growth,0
24.14,24.81,3.66,1,0,business,1
23.46,15.79,4.26,3,1,growth,0
20.97,18.89,5.12,3,1,growth,1
24.19,18.14,11.04,6,2,growth,0
17.48,17.29,3.87,1,1,growth,1
24.5,16.97,5.01,1,0,business,1
19.8,19.91,10.05,5,1,growth,1
20.01,15.51,1.4,1,1,growth,1
19.25,15.88,9.0,4,2,growth,0
19.04,16.22,8.92,3,2,growth,0
22.33,16.11,15.11,6,1,growth,0
20.68,18.48,5.61,3,1,growth,0
20.43,17.38,6.64,3,1,growth,0
22.73,24.85,5.36,0,1,business,1
13.1,19.14,5.83,2,0,growth,1
23.65,19.17,4.57,2,1,business,1
20.4,28.27,3.44,2,0,business,1
22.96,16.88,8.73,4,1,growth,0
26.91,26.5,10.24,3,1,business,1
27.84,23.9,4.11,1,1,business,1
26.32,23.08,4.12,2,1,business,1
28.38,17.32,7.02,4,1,business,0
24.78,20.26,3.27,2,1,business,1
18.87,13.88,7.22,3,0,growth,0
26.93,16.86,6.24,1,1,business,0
19.45,17.72,9.4,3,0,growth,1
27.44,21.97,2.5,0,0,business,1
24.42,17.78,6.49,4,0,growth,1
26.12,23.48,5.38,1,0,business,1
17.84,16.22,5.08,1,1,growth,1
23.46,21.63,4.79,1,1,business,1
23.41,20.73,10.73,5,1,growth,0
18.71,20.84,3.34,4,1,growth,1
20.35,20.34,5.78,2,0,business,1
30.01,18.03,6.64,4,1,business,0
24.12,26.56,4.2,2,2,business,1
22.21,12.99,3.04,1,1,growth,0
23.96,18.85,4.1,2,1,business,1
18.27,14.3,10.36,3,1,growth,0
21.79,17.31,4.18,2,1,business,1
25.87,18.25,2.91,1,1,business,1
25.7,17.65,3.14,3,2,business,1
23.67,24.86,16.29,6,1,growth,0
22.81,18.38,3.58,3,1,growth,1
15.82,24.02,7.25,3,1,growth,1
21.97,23.48,7.41,2,0,business,1
20.48,22.71,7.74,4,2,growth,0
16.28,19.02,13.22,6,1,growth,0
24.78,16.47,9.2,5,0,growth,0
21.55,17.52,8.38,3,1,growth,0
17.8,18.25,7.36,3,1,growth,1
15.73,18.82,4.82,3,2,growth,1
26.51,17.35,5.63,2,1,business,1
17.68,20.99,6.22,2,1,growth,1
26.72,15.88,5.72,2,1,business,0
24.59,16.13,8.75,3,1,growth,0
33.26,23.18,0.94,1,0,enterprise,1
26.69,22.91,5.48,1,1,business,1
27.21,22.17,8.51,3,1,business,0
19.73,15.13,5.08,2,0,growth,1
25.58,23.15,9.08,3,2,business,0
22.23,22.1,3.75,4,0,business,1
28.83,18.12,3.56,3,1,business,1
31.19,19.1,10.32,4,2,business,0
14.82,20.25,5.28,3,1,growth,1
23.22,18.91,2.11,1,1,business,1
18.51,13.88,6.22,4,0,growth,0
25.45,18.53,4.1,1,0,business,1
15.06,14.78,3.91,1,0,growth,1
22.37,17.12,3.85,2,2,business,0
21.04,17.3,5.36,3,1,growth,0
15.58,12.83,19.24,7,2,starter,0
32.14,18.64,5.86,1,1,business,0
26.87,20.39,4.69,2,0,business,1
20.62,17.81,3.99,1,1,business,1
21.69,18.06,6.99,2,2,business,1
22.56,17.48,2.76,2,0,business,1
20.06,19.89,6.06,2,1,business,1
33.21,22.89,6.99,2,2,enterprise,0
27.74,17.08,17.18,8,2,growth,0
34.77,24.62,10.03,3,1,enterprise,0
22.47,16.61,0.22,2,0,business,1
12.87,22.37,6.6,3,2,growth,1
18.78,17.04,10.95,4,1,growth,0
21.83,15.81,7.54,3,1,growth,0
26.44,16.57,2.52,2,1,business,1
21.98,17.62,9.61,6,1,growth,0
25.19,19.28,6.08,4,0,business,1
21.94,18.48,5.47,1,1,business,1
28.02,25.83,3.78,1,1,enterprise,1
25.66,20.2,7.34,4,0,business,1
19.69,21.66,5.6,2,0,business,1
20.28,15.53,6.2,3,0,growth,1
25.05,18.03,1.72,3,1,business,1
16.63,18.36,7.85,5,1,growth,0
25.21,22.0,6.34,2,0,business,1
22.55,18.37,9.6,5,1,growth,0
26.56,20.04,4.54,0,1,business,1
24.04,15.79,9.29,6,2,growth,0
17.96,26.98,11.05,4,2,business,1
29.22,17.69,5.54,2,0,business,1
29.56,22.77,4.1,4,1,business,1
16.45,16.14,8.39,3,1,growth,0
27.79,21.61,11.23,4,3,business,0
22.71,19.56,8.45,4,0,growth,0
24.34,18.02,3.7,3,0,business,1
26.0,22.92,3.82,0,0,business,1
21.41,18.64,8.7,5,3,growth,0
19.84,22.82,5.36,4,2,growth,1
25.92,26.07,2.41,1,1,business,1
27.13,23.36,6.88,3,1,business,1
22.96,14.44,4.53,1,1,business,1
22.32,18.22,8.59,3,0,growth,1
24.32,15.7,4.48,4,1,growth,0
17.7,23.9,3.66,2,2,business,1
26.37,15.49,4.96,1,1,business,0
21.58,19.64,15.42,6,2,growth,0
19.42,24.41,3.26,0,1,business,1
22.98,18.73,7.19,4,1,growth,1
26.36,16.91,6.88,4,2,growth,0
21.69,15.97,5.61,3,0,growth,1
27.51,21.95,5.61,2,1,business,1
16.64,20.67,10.25,5,1,growth,1
20.73,16.19,2.65,1,2,business,1
21.04,17.21,3.11,2,1,growth,1
31.86,19.93,14.69,6,2,business,0
34.76,14.66,6.97,3,1,business,0
21.14,19.82,4.9,2,0,business,1
19.0,15.03,13.24,5,2,growth,0
17.88,20.18,5.56,3,0,growth,1
25.27,16.66,6.49,3,0,business,0
21.87,17.18,8.61,5,1,growth,0
20.56,28.08,8.97,4,2,business,1
28.6,21.24,16.16,6,3,business,0
16.43,13.57,9.51,4,1,growth,0
25.54,20.87,13.94,6,1,growth,0
21.0,20.55,7.78,4,0,growth,0
28.55,28.27,8.41,4,3,business,0
18.76,19.81,9.47,5,2,growth,0
25.62,23.2,7.6,1,0,business,1
23.66,15.09,3.04,2,0,business,1
16.18,15.62,3.01,2,1,growth,1
19.58,10.75,4.25,3,0,growth,0
20.59,15.49,7.5,3,0,growth,1
29.41,18.94,8.81,2,2,business,0
19.35,23.08,5.68,2,0,business,1
19.87,19.69,10.32,3,0,growth,1
22.43,13.96,5.1,2,1,growth,0
17.57,19.31,6.78,3,1,growth,1
19.42,18.88,4.74,1,1,business,1
25.27,15.93,4.28,2,1,business,0
22.4,15.14,4.89,3,1,growth,0
30.61,11.18,2.83,2,1,business,1
16.68,16.37,12.42,5,2,growth,0
20.85,17.75,10.81,5,1,growth,0
23.45,16.92,3.94,1,2,business,1
23.55,16.0,14.94,6,3,growth,0
17.26,15.07,3.55,2,1,growth,1
20.23,17.81,6.23,2,1,growth,0
16.63,21.12,5.85,3,1,growth,1
21.55,17.78,6.08,2,2,business,0
16.37,21.94,3.97,2,2,growth,1
18.04,18.4,6.93,3,0,growth,1
25.49,19.78,12.55,6,1,growth,0
15.47,22.25,6.01,1,1,business,1
19.51,16.65,12.07,4,2,growth,0
25.15,22.07,4.87,2,1,business,1
13.84,18.69,5.36,2,0,growth,1
12.21,13.8,7.96,3,0,starter,1
23.98,21.04,9.3,5,2,growth,0
25.37,13.49,9.61,4,0,growth,0
22.88,18.27,10.24,5,1,growth,0
17.18,16.45,9.35,5,1,growth,0
31.85,16.47,3.12,2,1,business,1
13.22,15.93,9.17,4,0,starter,1
22.93,17.59,2.61,2,1,business,1
16.04,19.02,10.5,5,2,growth,0
26.87,22.07,7.69,2,1,business,1
16.75,18.5,11.66,6,2,growth,0
18.45,14.4,6.16,3,1,growth,1
20.98,16.69,4.93,2,1,growth,0
19.42,10.61,4.09,3,1,growth,0
23.39,16.64,7.61,4,2,growth,0
16.59,18.3,11.25,4,1,growth,0
18.8,14.9,5.14,2,1,growth,1
19.25,15.66,2.15,1,2,growth,1
32.19,17.58,6.24,2,1,business,0
26.39,26.27,10.99,2,1,business,1
21.35,20.25,8.05,3,0,business,1
18.06,20.42,3.83,1,1,business,1
16.57,14.53,2.2,2,2,growth,1
20.3,15.66,2.12,3,1,growth,1
24.74,19.32,6.07,1,1,business,1
21.34,15.18,4.82,3,0,growth,1
25.09,18.53,7.61,2,1,business,0
24.12,16.79,11.68,6,3,growth,0
19.77,20.25,4.21,4,0,growth,1
20.52,17.47,6.84,3,0,growth,1
17.45,24.5,13.39,6,1,growth,1
18.82,16.67,12.3,6,2,growth,0
21.41,20.36,4.58,1,1,business,1
30.65,15.89,5.56,2,1,business,0
20.15,15.67,8.13,3,0,growth,0
15.03,20.21,4.03,2,0,growth,1
17.81,23.04,2.48,1,0,business,1
21.65,20.54,4.89,2,0,business,1
23.86,19.2,3.42,2,1,business,1
23.78,18.99,4.11,2,0,business,1
22.0,21.57,2.63,2,0,business,1
23.19,17.6,9.09,3,0,growth,1
21.87,16.67,11.46,5,1,growth,0
25.89,22.83,6.45,2,2,business,0
24.64,13.76,13.81,6,3,growth,0
22.45,15.47,1.24,2,1,growth,1
17.35,24.54,11.9,5,2,growth,1
24.79,19.11,8.97,5,2,growth,0
10.17,18.65,7.56,4,1,starter,1
26.56,25.9,4.78,1,0,business,1
25.77,17.91,3.96,0,1,business,1
23.1,20.58,0.7,1,0,business,1
26.29,19.74,0.47,2,1,business,1
23.12,20.26,8.4,4,0,growth,0
27.82,18.08,4.02,1,0,business,1
17.76,17.36,5.7,4,1,growth,1
24.86,17.58,9.21,4,1,growth,0
16.96,14.94,6.04,3,0,growth,1
23.8,16.37,4.6,2,1,business,1
28.41,17.71,4.38,2,0,business,1
22.41,18.24,7.65,3,1,growth,0
24.97,21.18,3.25,2,1,business,1
20.59,14.78,6.69,2,1,growth,0
25.09,10.73,2.68,2,1,growth,0
27.48,22.71,12.54,4,2,business,0
9.63,17.27,11.26,3,1,starter,1
24.41,16.97,7.09,2,1,business,0
27.64,20.67,5.32,1,1,business,1
13.17,20.41,9.23,2,0,growth,1
9.56,21.77,8.92,2,1,growth,1
19.91,22.14,6.45,3,1,business,1
21.6,19.47,9.91,4,3,growth,0
20.54,19.08,4.53,2,2,business,1
15.65,20.0,5.86,2,1,growth,1
20.14,17.6,5.47,3,1,growth,1
18.77,26.78,9.51,5,2,growth,1
18.98,18.76,1.53,1,1,business,1
31.63,20.87,9.38,3,2,business,0
30.64,21.91,0.0,0,0,enterprise,1
21.83,17.54,4.03,2,0,business,1
27.8,21.05,4.91,1,1,business,1
27.19,23.02,5.04,2,1,business,1
27.33,18.17,8.46,2,1,business,0
14.6,22.03,9.11,4,0,growth,1
21.58,20.05,7.71,3,2,business,1
22.0,20.47,4.31,3,1,business,1
18.89,19.55,11.09,4,1,growth,0
29.7,23.96,10.17,4,1,business,0
25.25,18.07,4.54,2,1,business,1
22.21,19.05,7.59,3,0,growth,1
33.95,19.84,3.72,2,0,business,1
20.66,17.63,7.37,3,0,growth,1
17.63,21.86,3.42,1,2,business,1
23.53,12.35,9.1,5,2,growth,0
24.05,15.1,13.49,5,1,growth,0
19.35,16.6,2.48,2,1,growth,1
22.55,17.87,11.71,4,1,growth,1
32.69,19.61,2.87,1,0,business,1
21.76,17.09,10.39,5,1,growth,0
22.81,21.63,7.12,2,1,business,1
18.98,18.07,7.58,4,0,growth,1
17.49,15.53,3.16,2,1,growth,1
19.7,19.64,6.53,3,0,growth,1
24.17,16.44,8.98,3,1,growth,0
20.85,17.6,8.59,3,1,growth,1
29.52,21.52,2.02,2,0,business,1
18.63,18.6,5.54,4,1,growth,1
24.3,16.9,3.21,1,2,business,1
25.03,28.85,3.27,1,1,enterprise,1
18.51,15.65,4.26,3,0,growth,1
18.13,20.98,7.26,4,1,growth,1
22.38,17.7,6.65,2,2,business,0
23.14,14.43,11.26,5,1,growth,0
23.57,15.11,8.71,4,0,growth,1
31.33,19.42,3.68,1,0,business,1
19.34,19.02,6.91,3,1,growth,1
22.13,15.42,12.0,5,2,growth,0
23.34,13.36,9.77,3,1,growth,0
25.19,21.68,4.11,0,0,business,1
19.76,26.16,9.62,5,2,growth,1
29.69,32.87,10.95,3,2,enterprise,0
20.31,15.42,2.53,2,1,growth,1
20.05,20.37,11.89,4,3,growth,0
19.62,17.21,3.72,2,2,growth,1
17.96,12.67,3.01,2,1,growth,1
24.12,19.49,6.94,3,0,business,1
21.02,20.31,2.63,1,1,business,1
24.86,20.47,17.59,7,2,growth,0
21.95,20.73,3.85,2,1,business,1
23.87,22.66,5.24,1,1,business,1
17.87,23.0,5.26,3,1,growth,1
20.08,17.32,3.91,2,0,growth,1
30.29,22.95,3.21,2,0,business,1
14.95,19.15,1.77,0,0,business,1
20.91,20.27,7.94,5,2,growth,0
24.87,18.3,6.22,1,0,business,1
19.64,17.83,2.57,2,2,growth,1
24.45,17.92,7.64,3,0,business,1
22.05,20.65,6.04,2,2,business,1
23.12,18.04,5.02,3,1,growth,1
25.24,16.59,8.27,5,1,growth,0
23.44,21.08,2.61,2,1,business,1
17.33,17.47,8.7,5,2,growth,0
31.26,21.33,5.57,2,2,business,0
20.55,19.27,1.59,4,0,growth,1
18.13,17.96,12.08,5,3,growth,0
25.8,20.02,4.44,2,2,business,1
15.41,20.63,6.43,2,0,growth,1
20.2,17.31,3.35,0,1,business,1
22.46,15.84,9.19,5,1,growth,0
18.53,20.12,10.28,4,1,growth,1
25.42,25.0,7.92,3,1,business,1
24.6,27.06,3.6,1,1,business,1
21.74,19.75,7.76,3,2,business,0
22.09,21.52,3.68,1,1,business,1
31.01,21.3,4.48,2,2,business,0
22.13,17.66,6.13,2,0,business,1
22.82,18.06,4.22,2,1,business,1
23.35,22.03,4.39,2,1,business,1
21.94,15.77,8.52,3,1,growth,0
19.38,19.77,5.01,2,1,business,1
22.33,19.62,6.41,3,0,business,1
30.36,21.79,4.74,2,1,business,1
19.26,17.88,4.24,2,0,growth,1
23.59,19.37,6.85,2,1,business,1
19.3,21.04,4.43,1,1,business,1
17.0,14.5,3.7,2,0,growth,1
19.1,15.83,3.75,1,0,growth,1
27.25,24.56,10.95,5,1,business,0
35.53,19.04,3.33,1,1,enterprise,1
26.66,22.92,7.15,4,2,business,0
20.67,17.79,7.14,3,1,growth,1
17.63,20.0,5.52,2,0,growth,1
22.25,21.5,7.18,3,1,business,1
20.0,18.81,5.59,3,1,growth,1
22.7,19.98,7.73,2,1,business,0
29.58,20.58,7.57,3,1,business,0
28.48,17.6,2.73,2,0,business,1
27.99,19.04,9.26,2,1,business,0
22.99,18.78,3.62,2,0,business,1
17.84,21.0,6.16,4,1,growth,1
19.28,23.93,6.55,1,0,business,1
19.38,17.76,7.06,3,1,growth,1
23.86,12.94,4.0,1,0,business,1
25.72,18.3,9.53,5,2,growth,0
21.76,22.32,12.76,5,3,growth,0
30.98,22.1,15.66,6,2,business,0
26.05,24.02,1.99,0,1,business,1
28.6,21.06,13.68,4,2,business,0
17.27,17.43,9.38,5,1,growth,0
17.48,17.81,6.72,1,0,growth,1
19.76,20.26,10.14,4,2,growth,0
18.96,17.81,7.16,2,1,growth,0
27.21,15.65,10.35,3,2,business,0
18.52,16.43,7.39,3,1,growth,0
21.25,12.76,5.16,1,0,growth,1
22.53,20.27,11.11,5,1,growth,0
22.56,17.63,10.66,5,1,growth,0
25.47,16.35,7.83,3,0,business,0
11.51,20.65,3.93,1,1,growth,1
27.72,20.62,3.33,1,2,business,1
19.49,17.97,3.82,1,0,business,1
15.41,20.92,3.36,1,1,growth,1
27.18,20.91,8.46,2,1,business,1
22.82,17.44,9.77,4,1,growth,0
20.6,23.81,5.17,1,1,business,1
20.83,18.69,4.73,3,2,growth,0
30.2,23.93,5.85,3,2,business,1
15.59,16.99,8.87,3,1,growth,1
28.53,22.9,2.22,1,1,business,1
18.09,18.98,4.31,3,1,growth,1
25.28,19.2,5.17,1,2,business,0
21.74,21.53,7.54,3,1,business,0
25.85,18.39,5.62,1,0,business,1
20.44,10.25,3.24,3,0,growth,1
21.28,14.08,5.25,3,1,growth,0
23.61,18.17,3.83,3,1,business,1
24.94,16.18,11.31,5,3,growth,0
27.56,14.13,2.02,1,0,business,1
22.11,15.91,2.38,2,0,growth,1
18.36,23.54,10.31,3,1,business,1
21.66,19.21,7.05,1,0,business,1
18.06,18.39,3.32,3,1,growth,1
25.43,12.86,2.64,2,0,business,1
21.26,21.42,12.98,6,3,growth,0
30.42,23.74,7.41,3,2,business,0
19.64,19.24,5.49,2,1,growth,1
20.09,14.33,6.28,3,0,growth,1
30.41,18.28,10.89,4,1,business,0
24.97,15.37,3.18,2,1,business,1
23.81,20.67,4.08,3,2,business,1
21.97,15.94,3.63,2,1,growth,1
28.69,19.48,2.82,3,2,business,1
12.07,18.75,6.4,2,0,growth,1
29.38,24.19,8.16,2,0,business,1
19.96,20.2,15.44,6,1,growth,0
24.08,13.71,2.18,2,1,growth,1
24.22,22.06,8.75,2,1,business,1
28.65,18.7,6.63,3,0,business,1
24.48,14.29,5.67,1,0,business,1
20.62,16.25,3.56,0,1,business,1
21.76,17.68,6.03,3,2,growth,0
16.69,17.66,0.0,2,0,growth,1
20.44,19.42,4.77,2,0,business,1
23.9,11.21,14.11,6,1,growth,0
19.82,14.03,4.36,3,1,growth,1
14.12,20.86,9.52,3,1,growth,1
18.44,17.13,12.91,5,1,growth,0
26.61,21.85,5.04,2,1,business,1
23.54,14.31,8.13,3,1,growth,0
16.67,13.94,4.74,2,1,growth,1
19.7,18.55,4.41,3,1,growth,1
15.24,27.91,12.35,4,2,growth,1
17.79,17.39,4.41,2,2,growth,0
31.92,17.3,5.7,3,1,business,1
17.69,17.39,4.0,1,1,growth,1
